AGNname,galaxyName,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),vcorrGalaxy (km/s),distGalaxy (Mpc),majorAxis (kpc),minorAxis (kpc),Lstar,inclination (deg),positionAngle (deg),RC3pa (deg),azimuth (deg),RC3type,morphology,galaxyRedshift,AGNredshift,spectrumStatus,groups_dist_std (Mpc)
PG1216+069,NGC4260,"('184.83708', '6.64389')","('184.84267', '6.09868')",384.4546253,2255.7,40.4,36.65,17.59,2.1297,61,45,58,45.6,.SBS1..,SB(s)a;Sy      LINER,0.006531,0.3313,SP,[]
PG1202+281,2MASXJ12053834+2752075,"('181.17542', '27.90333')","('181.40979', '27.86889')",450.6455,8729.73,122.9539287,36.48,18.24,x,60,125,x,25.6,x,S0,0.028156,0.1653,DG,[]
UM228,NGC0078B,"('5.25417', '0.87972')","('5.11464', '0.83355')",189.1399684,5235.74,73.74284986,36.47,26.99,1.4919,42,140,80,68.3,.SBR0*.,S0^0^ pec?,0.018436,0.098,NP,[]
NGC4696,NGC4696E,"('192.20542', '-41.31111')","('192.10885', '-40.9365')",462.8916369,1998.93,69.5,36.39,14.15,1.4094,67,x,0,11,.LBS0./,SB(s)0^0^,0.006081,0.01,PL,[]
RX_J1356.4+2515,CGCG132-055,"('209.10667', '25.25639')","('209.03878', '25.19546')",190.2169979,8944.45,125.9781177,36.03,29.55,17.3555,34,20,x,25.2,x,E/S0,0.028923,0.165,DG,[]
NGC3256,NGC3261,"('156.96375', '-43.90333')","('157.25608', '-44.65683')",455.873186,2696.78,33.400002,35.95,27.2,0.2299,40,x,85,79.4,.SBT3..,SB(rs)bc,0.008549,0.0091,RT,"[('LGG198', '39.8731596133', '0.473901657609')]"
4C10.34,NGC4082,"('181.48375', '10.71472')","('181.29771', '10.67062')",336.4649402,7278.45,102.5133829,35.93,12.94,0.0307,68,75,x,1.4,x,x,0.023283,1.088,RT,[]
3C66A,UGC01854,"('35.665', '43.03556')","('36.08229', '43.26208')",481.458883,5161.33,72.69477629,35.84,8.6,0.321,76,50,x,3.4,x,S,0.017682,0.444,SP,[]
PG0923+201,CGCG091-095,"('141.47792', '19.90111')","('141.57977', '19.81949')",265.6064644,8585.58,120.9236287,35.7,15,x,65,45,x,85.4,x,x,0.027916,0.19,DG,[]
TON1009,NGC2770,"('137.27542', '32.60861')","('137.39045', '33.12353')",274.0148385,2143.07,29.967,35.57,7.32,0.0103,78,x,148,42.7,.SAS5*.,SA(s)c:,0.006494,0.809,RT,[]
US136,CGCG160-109,"('195.25333', '28.32889')","('195.53609', '28.38712')",495.7199756,7891.16,111.14307,35.51,22.73,1.0806,50,65,x,11.8,x,SB0,0.025368,1.36,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
RX_J1330.8+3119,UGC08492,"('202.72167', '31.32556')","('202.52721', '31.38811')",335.4060644,7689.21,108.2987054,35.49,34.08,1.9988,16,70,-99,40.6,.S?....,S0,0.02473,0.241,DG,"[('UZC536', '105.332279576', '3.33358190706')]"
SDSSJ140428.30+335342.0,KUG1402+341,"('211.11792', '33.895')","('211.12182', '33.95337')",117.5153834,8177.48,115.175796,35.4,12.74,x,68,120,x,63.2,x,Spiral,0.026415,0.549,RT,[]
NGC4486,NGC4429,"('187.70625', '12.39111')","('186.86045', '11.10771')",445.1765407,1215.85,16.7,35.38,12.03,0.005,70,97,99,64.2,.LAR+..,SA(r)0+;LINER  HII,0.003055,0.0044,PL,[]
LBQS1220+1006,NGC4429,"('185.80042', '9.83861')","('186.86045', '11.10771')",478.6767991,1215.85,16.7,35.38,12.03,0.005,70,97,99,57.5,.LAR+..,SA(r)0+;LINER  HII,0.003055,0.276,RT,[]
LBQS1222+1235,NGC4429,"('186.30375', '12.31')","('186.86045', '11.10771')",384.7668951,1215.85,16.7,35.38,12.03,0.005,70,97,99,58.7,.LAR+..,SA(r)0+;LINER  HII,0.003055,0.415,RT,[]
PG1115+080,UGC06312,"('169.57083', '7.76611')","('169.50081', '7.84489')",170.5821061,6610.74,93.10901901,35.3,19.77,1.9159,55,50,x,88.6,x,SBa pec sp,0.021098,1.728,RT,[]
FBQSJ1431+2442,IRASF14291+2443,"('217.8575', '24.70556')","('217.84593', '24.51172')",327.872415,6870.75,96.77107615,35.19,9.85,0.0592,73,x,x,x,x,2MASS Extended Ver.2,0.022065,0.408,PL,[]
SDSSJ095109.10+330745.0,NGC3003,"('147.78792', '33.12917')","('147.15021', '33.4215')",225.8068153,1702.93,21.278,35.16,10.55,0.8126,72,79,79,39.7,.S..4$.,SBbc,0.00493,0.645,RT,[]
NGC4670,NGC4673,"('191.32083', '27.12528')","('191.39447', '27.06083')",161.4058542,7142.08,100.5927277,35.06,29.46,3.6973,32,170,170,35.5,.E.1+..,E1-2,0.022856,0.0036,DG,[]
IRAS01477+1254,NGC0677,"('27.61833', '13.14944')","('27.30858', '13.05535')",376.6438875,4848.42,68.28757114,34.99,29.4,4.4831,32,35,-99,37.7,.E.....,E              NLAGN,0.017012,0.147,DG,[]
RX_J0714.5+7408,UGC03717,"('108.65083', '74.13639')","('108.31017', '73.84314')",270.6033265,4268.75,50.35,34.93,16.77,1.2083,61,115,103,82.6,.S..4..,Sbc,0.01397,0.371,SP,[]
SDSSJ112632.90+120437.0,UGC06328,"('171.63708', '12.07694')","('169.73298', '13.09236')",465.3258561,1094.48,12.59,34.93,11.18,1.9888,71,172,174,53.4,.SXT1..,SAB(rs)a       LINER,0.002692,0.977,PL,"[('GH78', '18.3933923244', '4.37777362079'), ('LGG231', '14.0137174846', '2.21259447407'), ('UZC374', '14.7891770017', '1.16269547437')]"
SDSSJ154121.50+281706.0,CGCG166-030NED02,"('235.33958', '28.285')","('235.152', '28.37042')",431.3904952,9439.82,132.9552079,34.92,4.19,0.4368,83,104,x,13.3,x,Sc,0.030811,0.376,RT,[]
SDSSJ093706.90+170021.0,CGCG092-013,"('144.27875', '17.00583')","('144.38702', '17.11244')",311.2127344,8520.13,120.0017915,34.73,14.59,2.3203,65,30,x,14.2,x,x,0.027665,0.506,NP,"[('UZC242', '121.071940563', '6.37936731818')]"
SDSSJ131545.20+152556.0,CGCG101-014,"('198.93833', '15.43222')","('198.85505', '15.42285')",163.9627212,8252.48,116.2321679,34.71,14.58,0.3165,65,70,x,13.3,x,x,0.026548,0.449,RT,[]
US143,IC4041,"('195.36708', '27.85194')","('195.17021', '27.99661')",411.4990641,7398.93,104.2102929,34.66,20.1,1.5376,54,35,-99,85.3,.E.6...,SA0,0.023723,0.243,PL,[]
3C66A,UGC01837,"('35.665', '43.03556')","('35.74358', '43.01202')",98.294725,6440.74,90.71463551,34.66,22.87,1.783,48,45,25,67.3,.L.....,S0,0.021955,0.444,SP,"[('UZC117', '86.523295638', '4.43032634034')]"
PG1121+423,NGC3675,"('171.16333', '42.02917')","('171.53575', '43.58592')",474.4725738,1020.63,17.2,34.64,15.59,1.8371,63,1,178,9.1,.SAS3..,SA(s)b;HII     LINER,0.002568,0.234,RT,[]
RBS2070,MCG-05-01-020,"('359.7825', '-30.6275')","('359.90754', '-30.65583')",237.2931127,8677.05,122.2119212,34.6,18.69,x,57,115,x,10.2,x,E,0.029891,0.165,NP,[]
3C351.0,NGC6310,"('256.1725', '60.74194')","('256.98946', '60.99017')",406.3431189,3525.74,49.65828781,34.5,8.28,1.046,76,70,69,11.9,.S..3*/,Sb: sp,0.011405,0.3719,SP,[]
HE1228+0131,NGC4527,"('187.70833', '1.25583')","('188.53509', '2.65366')",423.1750641,2031.05,14.932,34.39,11.69,0.0215,70,70,67,39.4,.SXS4..,SAB(s)bc;HII   LINER,0.005791,0.117,SP,[]
3C273.0,NGC4527,"('187.27792', '2.05222')","('188.53509', '2.65366')",362.9471282,2031.05,14.932,34.39,11.69,0.0215,70,70,67,5.6,.SXS4..,SAB(s)bc;HII   LINER,0.005791,0.1583,SP,[]
NGC4593,NGC4602,"('189.91417', '-5.34417')","('190.15354', '-5.133')",191.8091156,2823.71,34.51,34.13,12.05,0.2012,69,x,105,56.5,.SXT4..,SAB(rs)bc      Sy1.9,0.008469,0.009,SP,[]
RX_J1342.1+0505,CGCG045-071,"('205.5275', '5.08972')","('205.34403', '5.04011')",341.2155551,7330.01,103.2395554,33.99,9.51,2.0682,73,175,x,79.8,x,Sb(f),0.023508,0.266,DG,"[('UZC554', '101.288102631', '1.73524340608')]"
SDSSJ151237.15+012846.0,CGCG021-049,"('228.155', '1.47944')","('228.18209', '1.46487')",68.14797535,9014.97,126.9714565,33.98,27.86,x,34,170,x,51.7,x,x,0.029334,0.265,RT,[]
HE1228+0131,NGC4536,"('187.70833', '1.25583')","('188.61271', '2.18814')",347.2467113,2102.59,15.321,33.87,14.26,0.0006,65,x,130,85.9,.SXT4..,SAB(rs)bc;HII  Sbrst,0.006031,0.117,SP,[]
3C273.0,NGC4536,"('187.27792', '2.05222')","('188.61271', '2.18814')",358.5279206,2102.59,15.321,33.87,14.26,0.0006,65,x,130,45.8,.SXT4..,SAB(rs)bc;HII  Sbrst,0.006031,0.1583,SP,[]
LBQS1230-0015,NGC4536,"('188.26708', '0.52611')","('188.61271', '2.18814')",453.9322149,2102.59,15.321,33.87,14.26,0.0006,65,x,130,61.7,.SXT4..,SAB(rs)bc;HII  Sbrst,0.006031,0.471,RT,[]
RX_J1429.6+0321,UGC09277,"('217.41958', '3.35722')","('217.1388', '3.26201')",354.7055941,8855.72,68.65,33.75,8.77,0.7558,74,45,x,26.2,x,Sb(f),0.028687,0.253,RT,[]
NGC4486,NGC4388,"('187.70625', '12.39111')","('186.44478', '12.66209')",401.009285,2823.99,18.222,33.62,10.76,2.5862,71,90,92,12.4,.SAS3*/,SA(s)b: sp;Sy2 Sy1.9,0.008419,0.0044,PL,[]
LBQS1222+1235,NGC4388,"('186.30375', '12.31')","('186.44478', '12.66209')",120.234927,2823.99,18.222,33.62,10.76,2.5862,71,90,92,68.6,.SAS3*/,SA(s)b: sp;Sy2 Sy1.9,0.008419,0.415,RT,[]
KISSR40,NGC4274,"('185.59833', '29.44361')","('184.9608', '29.61448')",170.5275808,1217.25,16.833,33.61,15.12,2.6084,63,100,102,7.1,RSBR2..,(R)SB(r)ab     LINER,0.003102,0.0262,DG,[]
PG1626+554,NGC6182,"('246.98417', '55.37556')","('247.39168', '55.51778')",351.8715466,5274.59,74.28998699,33.6,11.42,1.4009,70,145,x,86.6,x,Sa,0.017139,0.133,SP,[]
RX_J1356.4+2515,IC4346,"('209.10667', '25.25639')","('208.91905', '25.15304')",452.6768447,9265.7,130.5027538,33.47,21.42,0.2989,50,110,x,51.3,x,x,0.029994,0.165,DG,"[('UZC579', '130.555774529', '3.15655751557')]"
KUV08054+3958,CGCG207-035,"('122.18417', '39.81444')","('122.11217', '39.96441')",251.9508169,6413,90.32395719,33.41,16.04,0.061,61,160,x,0.2,x,x,0.020928,0.0911,DG,[]
ESO031-G08,2MASXJ03073530-7250021,"('46.89583', '-72.83444')","('46.89717', '-72.83403')",1.141250937,8149.85,114.7866181,33.39,16.7,1.4025,60,x,x,x,x,Sa             Sy1,0.027619,0.0276,SP,[]
NGC4449,UGC07353,"('187.0475', '44.09444')","('184.7396', '47.30397')",466.569266,695.49,7.444,33.17,16.26,0.0011,60,160,150,7.3,.SXS4..,SAB(s)bc;LINER Sy1.9,0.001494,0.00068,DG,"[('GH94', '17.4955843309', '5.4778720986'), ('LGG290', '10.5679644633', '1.63659764851'), ('UZC480', '12.1018206039', '3.04556111641')]"
HS1231+4814,UGC07353,"('188.39583', '47.96667')","('184.7396', '47.30397')",331.4355677,695.49,7.444,33.17,16.26,0.0011,60,160,150,85.1,.SXS4..,SAB(s)bc;LINER Sy1.9,0.001494,0.38178,RT,"[('GH94', '17.4955843309', '5.4778720986'), ('LGG290', '10.5679644633', '1.63659764851'), ('UZC480', '12.1018206039', '3.04556111641')]"
CSO1308,UGC07353,"('185.27875', '45.81444')","('184.7396', '47.30397')",199.4254674,695.49,7.444,33.17,16.26,0.0011,60,160,150,5.8,.SXS4..,SAB(s)bc;LINER Sy1.9,0.001494,0.525,RT,"[('GH94', '17.4955843309', '5.4778720986'), ('LGG290', '10.5679644633', '1.63659764851'), ('UZC480', '12.1018206039', '3.04556111641')]"
PG1206+459,UGC07353,"('182.24167', '45.67667')","('184.7396', '47.30397')",307.5785183,695.49,7.444,33.17,16.26,0.0011,60,160,150,67,.SXS4..,SAB(s)bc;LINER Sy1.9,0.001494,1.158,SP,"[('GH94', '17.4955843309', '5.4778720986'), ('LGG290', '10.5679644633', '1.63659764851'), ('UZC480', '12.1018206039', '3.04556111641')]"
RBS2070,2dFGRSS357Z063,"('359.7825', '-30.6275')","('359.90758', '-30.65589')",239.1202735,8740.05,123.0992462,32.94,22.2,2.3845,47,x,x,x,x,x,0.0301,0.165,NP,[]
PG1211+143,NGC4206,"('183.57375', '14.05361')","('183.82003', '13.02398')",367.8360642,1001.62,19.937,32.92,6.58,0.0849,78,3,0,16.1,.SAS4*.,SA(s)bc:       LINER,0.002342,0.0804,SP,[]
NGC3227,NGC3226,"('155.8775', '19.86556')","('155.86253', '19.89852')",18.66409476,1409.71,29.837,32.87,26.29,1.682,36,25,15,48.1,.E.2.*P,E2: pec;LINER  Sy3,0.003839,0.0039,RT,[]
HS1231+4814,2MASXJ12330180+4750556,"('188.39583', '47.96667')","('188.25768', '47.84865')",336.6095788,9127.93,128.5624592,32.85,13.14,0.0461,66,155,x,63.1,x,x,0.029626,0.38178,RT,[]
SDSSJ134822.30+245650.0,CGCG132-013,"('207.09292', '24.94722')","('207.07432', '25.12389')",401.2666252,9197.81,129.5465788,32.85,17.08,0.1768,58,90,x,84.5,x,x,0.029756,0.293,RT,[]
HE1228+0131,NGC4517,"('187.70833', '1.25583')","('188.18996', '0.11503')",211.0427507,1420.44,9.765,32.78,4.15,0.0381,82,x,83,74.1,.SAS6*/,SA(s)cd: sp    HII,0.003764,0.117,SP,[]
3C273.0,NGC4517,"('187.27792', '2.05222')","('188.18996', '0.11503')",364.9041481,1420.44,9.765,32.78,4.15,0.0381,82,x,83,71.8,.SAS6*/,SA(s)cd: sp    HII,0.003764,0.1583,SP,[]
LBQS1230-0015,NGC4517,"('188.26708', '0.52611')","('188.18996', '0.11503')",71.28313467,1420.44,9.765,32.78,4.15,0.0381,82,x,83,72.4,.SAS6*/,SA(s)cd: sp    HII,0.003764,0.471,RT,[]
PG1307+085,CGCG072-007,"('197.44583', '8.32972')","('197.31227', '8.53172')",439.8537278,7413.25,104.411924,32.75,20.96,x,50,10,x,43.2,x,x,0.023746,0.155,SP,[]
SDSSJ123426.80+072411.0,NGC4535,"('188.61167', '7.40306')","('188.58462', '8.19775')",227.0831224,2262.83,16.363,32.54,16.27,2.4241,60,28,0,29.9,.SXS5..,SAB(s)c;LINER  HII,0.006551,0.844,RT,[]
3C66A,UGC01832,"('35.665', '43.03556')","('35.62966', '43.0653')",55.88383776,5771.74,81.29213857,32.48,13.64,1.0083,65,155,163,16,.S..1..,Sa,0.019724,0.444,SP,"[('UZC117', '86.523295638', '4.43032634034')]"
RX_J1017.5+4702,NGC3198,"('154.37875', '47.04028')","('154.97897', '45.54962')",377.716174,884.95,13.987,32.33,11.32,2.4687,69,40,35,55.3,.SBT5..,SB(rs)c,0.002212,0.335,PL,[]
SDSSJ101622.60+470643.0,NGC3198,"('154.09417', '47.11194')","('154.97897', '45.54962')",409.5094594,884.95,13.987,32.33,11.32,2.4687,69,40,35,61.1,.SBT5..,SB(rs)c,0.002212,0.822,NP,[]
RBS2070,DUKST471-050,"('359.7825', '-30.6275')","('359.84183', '-30.80211')",382.1183199,8545.31,120.3565125,32.21,8.75,x,74,x,x,x,x,x,0.02945,0.165,NP,[]
LBQS1222+1235,NGC4330,"('186.30375', '12.31')","('185.82188', '11.36797')",358.5437428,1862.85,19.5,32.2,5.15,0.1535,80,59,59,32.4,.S..6?.,Scd            HII,0.005214,0.415,RT,[]
US136,CGCG160-091,"('195.25333', '28.32889')","('195.21704', '28.36592')",95.58227918,7951.4,111.9915634,32.14,19.93,0.1461,51,30,x,70.8,x,SB0,0.025568,1.36,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
SDSSJ164251.06+392408.9,SDSSJ164324.91+392059.8,"('250.71292', '39.4025')","('250.85382', '39.34997')",278.357621,9364.44,131.8935159,32.13,5.46,0.3737,80,92,x,23.8,x,Sb(f),0.030765,2.382,PL,[]
RX_J1223.2+0922,VCC0665,"('185.82417', '9.38556')","('185.93576', '9.33814')",216.3452451,7341.38,103.3996908,31.93,8.94,0.0979,73,115,x,1.7,x,Sb,0.023489,0.681,RT,"[('UZC486', '103.220778349', '5.9786354291')]"
SDSSJ095914.80+320357.0,CGCG153-007,"('149.81167', '32.06583')","('149.71388', '32.07308')",169.3406343,8281.35,116.6386632,31.89,22.33,5.3356,45,160,x,65,x,(R)SABbc(r),0.026844,0.563,RT,[]
RX_J1232.5+0603,NGC4526,"('188.14958', '6.05278')","('188.51263', '7.69914')",447.1362649,746.62,15.201,31.84,10.61,0.0066,70,x,113,79.4,.LXS0*.,SAB(s)0^0^:,0.001494,0.085,PL,[]
SDSSJ123426.80+072411.0,NGC4526,"('188.61167', '7.40306')","('188.51263', '7.69914')",82.75845417,746.62,15.201,31.84,10.61,0.0066,70,x,113,48.6,.LXS0*.,SAB(s)0^0^:,0.001494,0.844,RT,[]
SDSSJ123647.80+060048.0,NGC4526,"('189.19917', '6.01333')","('188.51263', '7.69914')",482.4323693,746.62,15.201,31.84,10.61,0.0066,70,x,113,45,.LXS0*.,SAB(s)0^0^:,0.001494,1.278,RT,[]
IRAS11598-0112,CGCG013-047NED01,"('180.61167', '-1.4875')","('180.71172', '-1.78204')",487.956772,6381.52,89.88057152,31.81,29.9,0.7373,19,140,x,21.2,x,x,0.020324,0.15,DG,[]
SDSSJ154427.20+274324.0,CGCG166-045NED01,"('236.11333', '27.72333')","('236.00793', '27.69922')",233.3876191,9851.29,138.7504969,31.75,16.51,x,58,145,x,69.5,x,W COMPONENT,0.032192,0.163,RT,[]
MS1217.0+0700,NGC4235,"('184.87875', '6.72611')","('184.29117', '7.19158')",375.0905469,2708.22,28.8,31.71,10.78,2.2588,70,50,48,78.6,.SAS1./,SA(s)a         Sy1,0.008039,0.08,PL,[]
SDSSJ122018.43+064119.6,NGC4235,"('185.07667', '6.68861')","('184.29117', '7.19158')",466.4074351,2708.22,28.8,31.71,10.78,2.2588,70,50,48,72.8,.SAS1./,SA(s)a         Sy1,0.008039,0.287,RT,[]
PG1216+069,NGC4235,"('184.83708', '6.64389')","('184.29117', '7.19158')",387.2910302,2708.22,28.8,31.71,10.78,2.2588,70,50,48,85.3,.SAS1./,SA(s)a         Sy1,0.008039,0.3313,SP,[]
RBS1089,NGC4235,"('184.31708', '8.16139')","('184.29117', '7.19158')",487.6505123,2708.22,28.8,31.71,10.78,2.2588,70,50,48,48.5,.SAS1./,SA(s)a         Sy1,0.008039,0.343,RT,[]
SDSSJ121640.60+071224.0,NGC4235,"('184.16917', '7.20667')","('184.29117', '7.19158')",61.31144526,2708.22,28.8,31.71,10.78,2.2588,70,50,48,47.1,.SAS1./,SA(s)a         Sy1,0.008039,0.587,RT,[]
US143,CGCG160-093,"('195.36708', '27.85194')","('195.29459', '27.80291')",138.7796449,6995.11,98.52260953,31.67,23.43,2.138,42,130,x,77.4,x,SA0,0.022375,0.243,PL,[]
LBQS0302-0019,2MASXJ03051837+0012555,"('46.20792', '0.13694')","('46.32659', '0.21555')",294.1639746,8406.78,118.4053514,31.63,15.81,0.3688,60,75,x,18.5,x,x,0.028792,3.294,RT,[]
SDSSJ164251.06+392408.9,CGCG224-094,"('250.71292', '39.4025')","('250.548', '39.45469')",309.9954783,9160.47,129.0206821,31.62,28.14,x,27,x,x,x,x,x,0.030081,2.382,PL,[]
US143,NGC4926A,"('195.36708', '27.85194')","('195.53284', '27.64831')",443.5205634,7189.15,101.2555816,31.61,18.97,1.1393,53,65,-99,79.3,.L...P$,S0 pec?        Sbrst,0.023023,0.243,PL,[]
SDSSJ124423.37+021540.4,NGC4643,"('191.09708', '2.26111')","('190.83391', '1.97827')",173.2365963,1628.8,25.700001,31.59,17.69,2.1689,55,130,48,87.1,.SBT0..,SB(rs)0/a      LINER,0.004453,0.2395,DG,[]
US143,NGC4919,"('195.36708', '27.85194')","('195.3233', '27.80909')",108.1899798,7621.08,107.3391256,31.38,17.57,2.284,55,140,140,82.1,PLAR0*.,(R')SA(r)0^0^:,0.024464,0.243,PL,[]
TON694,NGC4934,"('195.80417', '28.18556')","('195.81768', '28.03042')",242.0184848,6327.44,89.1189283,31.32,8.14,2.4887,74,105,104,70.6,.S?....,SA0,0.020151,1.302,PL,[]
HS1119+5812,NGC3613,"('170.68708', '57.92833')","('169.65045', '58.0')",285.0256839,2239.01,29.45,31.31,15.03,2.8762,61,100,102,2.6,.E.6...,E6,0.006785,0.9,DG,[]
NGC4696,NGC4696C,"('192.20542', '-41.31111')","('192.01108', '-40.81856')",377.9509648,3809.46,42.14,31.26,5,0.4646,80,140,139,23.5,.S..3*/,Sb: sp,0.012118,0.01,PL,"[('LGG298', '47.595503183', '4.0826975706')]"
PKS2005-489,NGC6868,"('302.35583', '-48.83139')","('302.47529', '-48.37956')",244.6648438,2719.61,30.562,31.12,24.89,0.2861,36,x,86,76.1,.E.2...,E2             LINER,0.00952,0.071,SP,"[('LGG430', '40.1078771145', '2.37473714318')]"
NGC4051,NGC4013,"('180.79', '44.53139')","('179.63075', '43.94658')",329.7438356,1086.48,18.6,31.11,8.09,0.0901,74,66,66,11.3,.S..3./,SAb;HII        LINER,0.002773,0.0023,RT,[]
PG1206+459,NGC4096,"('182.24167', '45.67667')","('181.50471', '47.47844')",436.6410605,812.27,13.367,31.09,9.33,0.7105,72,18,20,33.9,.SXT5..,SAB(rs)c       HII,0.001888,1.158,SP,[]
US136,SDSSJ125957.75+281448.0,"('195.25333', '28.32889')","('194.99063', '28.24667')",422.3742517,6998.71,98.57339008,30.89,29.96,0.0815,14,147,-99,76.6,.E+....,Extended Src [SDSS],0.022389,1.36,PL,[]
6dFJ1015592-274829,NGC3175,"('153.99667', '-27.80778')","('153.67546', '-28.87206')",338.2604767,1283.05,17.6,30.68,9.82,0.0422,71,56,56,41.1,.SXS1$.,SAB(s)b        HII,0.003673,0,PL,"[('LGG189', '17.597695964', '0.812775857675')]"
CSO395,UGC07125,"('182.81083', '36.96083')","('182.17638', '36.80275')",259.754882,1344.58,28,30.62,4.9,0.2586,80,85,85,12.3,.S..9..,Sdm,0.003572,0.169,DG,[]
PG1211+143,UGC07345,"('183.57375', '14.05361')","('184.70668', '14.41651')",311.3630071,2706.71,15.425,30.56,29.03,3.547,18,24,-99,47.7,.SAS5..,SA(s)c;LINER   HII,0.008029,0.0804,SP,"[('GH106', '23.4574551232', '8.62005281937'), ('LGG285', '35.9275777479', '2.71366693067')]"
SDSSJ121903.98+152608.5,UGC07345,"('184.76625', '15.43556')","('184.70668', '14.41651')",274.7829017,2706.71,15.425,30.56,29.03,3.547,18,24,-99,20.8,.SAS5..,SA(s)c;LINER   HII,0.008029,0.1957,DG,"[('GH106', '23.4574551232', '8.62005281937'), ('LGG285', '35.9275777479', '2.71366693067')]"
RX_J1221.0+1554,UGC07345,"('185.26042', '15.91306')","('184.70668', '14.41651')",427.8168424,2706.71,15.425,30.56,29.03,3.547,18,24,-99,4.4,.SAS5..,SA(s)c;LINER   HII,0.008029,0.231,RT,"[('GH106', '23.4574551232', '8.62005281937'), ('LGG285', '35.9275777479', '2.71366693067')]"
MRK421,SDSSJ110428.26+381240.1,"('166.11333', '38.20889')","('166.11779', '38.21115')",9.878055851,9636.49,135.7252394,30.53,21.67,1.5866,44,130,-99,72.8,.S?....,x,0.031288,0.03,SP,[]
TON694,IC4106,"('195.80417', '28.18556')","('195.66019', '28.11458')",277.5342103,7762.44,109.3301645,30.53,21.37,1.1023,45,145,x,84.2,x,SBa?,0.024937,1.302,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
RX_J1342.1+0505,UGC08663,"('205.5275', '5.08972')","('205.41383', '5.03287')",226.0149665,7256.89,102.209717,30.52,26.86,3.061,28,35,x,28.3,x,S0-:,0.023266,0.266,DG,[]
US136,NGC4896,"('195.25333', '28.32889')","('195.12825', '28.34623')",172.5556108,6298.49,88.71107158,30.49,16.47,1.5958,57,5,5,86,.L..-P*,S0- pec:,0.020054,1.36,PL,[]
SDSSJ135726.27+043541.4,NGC5363,"('209.35917', '4.59472')","('209.03004', '5.25477')",288.1392817,1414.64,22.4,30.4,22.49,3.0279,42,130,135,23.6,.I.0.$.,I0?            LINER,0.003799,1.234,DG,[]
TON694,IC4111,"('195.80417', '28.18556')","('195.73571', '28.07041')",257.1413655,8045.45,113.3161717,30.38,17.62,0.8065,54,125,x,82.7,x,SA0,0.025881,1.302,PL,[]
NGC4486,UGC07760,"('187.70625', '12.39111')","('188.91586', '12.55634')",323.6586106,639.8,15.55,30.23,28.42,0.2985,19,150,-99,68,.E.0+..,E;LINER;HII    Sy2,0.001134,0.0044,PL,"[('GH106', '23.4574551232', '8.62005281937'), ('UZC490', '23.0327759438', '9.3330876306')]"
RX_J1221.0+1554,VCC0485,"('185.26042', '15.91306')","('185.397', '15.98332')",376.4975951,10283.49,144.8379263,30.05,13.83,0.1361,62,170,x,71.9,x,SABbc,0.033303,0.231,RT,[]
SDSSJ124834.63+123402.9,NGC4654,"('192.14417', '12.56722')","('190.98575', '13.12668')",357.839878,1345.23,16.267,30.05,13.52,0.0821,63,120,128,3.7,.SXT6..,SAB(rs)cd      HII,0.003489,0.2634,DG,[]
NGC7552,NGC7531,"('349.045', '-42.58472')","('348.70208', '-43.59994')",418.5811201,1348.41,22.936,30.02,12.01,0.0193,66,x,15,1,.SXR4..,SAB(r)bc,0.005324,0.0053,SP,"[('LGG472', '19.0675242541', '2.43668845184')]"
3C66A,CGCG538-048,"('35.665', '43.03556')","('35.34696', '42.87644')",450.2765762,6496.5,91.49995338,29.9,10.76,1.1954,68,130,x,74.4,x,S pec,0.022145,0.444,SP,"[('UZC117', '86.523295638', '4.43032634034')]"
SDSSJ172823.40+573243.0,NGC6387,"('262.0975', '57.54528')","('262.09928', '57.5454')",2.03415265,8595.43,121.0624182,29.87,22.7,0.1633,40,85,x,2.2,x,HII,0.02835,0.0284,SP,[]
PG1211+143,NGC4189,"('183.57375', '14.05361')","('183.44696', '13.42481')",314.0232624,2414.51,28.08,29.81,17.29,1.6592,54,95,85,83.9,.SXT6$.,SAB(rs)cd?     HII,0.007055,0.0804,SP,[]
LBQS1222+0901,VCC0749,"('186.33417', '8.74722')","('186.20417', '8.80028')",255.7705697,7485.21,105.4254234,29.8,20.86,x,45,60,x,52.4,x,SBab(r),0.023969,0.535,RT,"[('UZC487', '106.94484146', '3.25690342617')]"
RX_J1121.2+0326,NGC3640,"('170.30917', '3.42944')","('170.27854', '3.23483')",83.37775179,1534.68,24.25,29.6,23.68,0.1905,36,100,100,88.9,.E.3...,E3,0.004173,0.152,DG,[]
SDSSJ112224.10+031802.0,NGC3640,"('170.60042', '3.30056')","('170.27854', '3.23483')",138.8276975,1534.68,24.25,29.6,23.68,0.1905,36,100,100,21.6,.E.3...,E3,0.004173,0.475,NP,[]
SDSSJ112005.00+041323.0,NGC3640,"('170.02083', '4.22306')","('170.27854', '3.23483')",432.1904123,1534.68,24.25,29.6,23.68,0.1905,36,100,100,65.4,.E.3...,E3,0.004173,0.545,RT,[]
US143,NGC4923,"('195.36708', '27.85194')","('195.3825', '27.84753')",23.6091086,5770.99,94.4,29.47,21.81,2.1453,42,60,-99,47.9,PLAR-$.,(R')SA(r)0-?,0.018293,0.243,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
